x1,x2,x3,x4,x5,y,x6,x7,x8,x9
21,0,22,0,22,1,2253,68,2.288836667616291,0.00950734658599827
2,0,2,0,2,1,173,12,0.2292234947935867,0.0106951871657754
2,0,2,0,2,1,107917,6,0.2177420323185689,1.850909259173569e-05
44,0,45,0,45,1,3695,179,4.209117595780838,0.011746280344557556
138,0,135,0,139,1,8072,675,14.335109159919982,0.016086101145700728
63,0,67,0,67,1,2248,468,6.65106064407575,0.025140712945590997
4,0,1,0,4,1,5020,12,0.36121521670391643,0.0007950705625124231
17,0,16,0,17,1,38546,21,1.5796718421892737,0.000440540050273394
0,0,0,0,0,1,280325,2,0.0,0.0
0,0,0,0,0,1,764195,1,0.0,0.0
21,0,22,0,22,1,3156,41,2.148713552892451,0.006920415224913495
45,0,44,0,45,1,14970,67,4.532932332437797,0.003
30,48,38,15,75,1,422,444,12.372631506809858,0.0370004933399112
0,0,0,0,0,1,414420,3,0.0,0.0
2,0,2,0,2,1,414420,8,0.1638457194554624,4.993894963407235e-06
103,0,107,0,108,1,6402,213,12.720623649758492,0.01651628689402049
6,0,6,0,6,1,119314,7,0.5770495347695813,5.028157683024939e-05
91,0,94,0,94,1,82322,112,9.205585483294989,0.0011411644733647355
0,0,0,0,0,1,128,21,0.0,0.0
1,0,0,0,1,1,6154,2,0.07378498417031162,0.00016118633139909736
28,0,34,0,43,1,1469,396,4.5170363973379795,0.022994652406417116
12,0,12,0,13,1,63496,15,1.1716151069451999,0.00020412649561913132
19,0,19,0,20,1,6949,337,1.952297225696692,0.0027502750275027505
33,0,33,0,34,1,62807,38,3.2966084427154283,0.0005411083171531336
2,0,1,0,2,1,119314,3,0.17343151382749494,1.6760525610083132e-05
47,0,47,0,48,1,101514,52,4.589450970102576,0.00047200888950075213
36,0,36,0,36,1,89464,41,3.307176182126479,0.0004023290380983247
56,0,59,0,61,1,4447,80,6.973163462505258,0.01360999553770638
0,0,0,0,0,1,1187,1,0.0,0.0
6,0,6,0,7,1,689,14,0.8288050807989227,0.009735744089012515
0,0,0,0,0,1,5888,2,0.0,0.0
3,0,3,0,3,1,2001,9,0.2672466789635118,0.001488095238095238
138,0,134,0,148,1,7710,345,15.571913631471462,0.01858362631843295
3,34,3,2,35,1,359,68,12.94690521420829,0.030809859154929575
0,0,1,0,1,1,13,13,0.08622789826757443,0.03448275862068965
77,540,78,79,545,1,4963,188,86.16076074160954,0.06267970097757332
1,0,1,0,1,1,14727,4,0.10387086499290389,6.780580417683754e-05
12,0,12,0,13,1,14201,19,1.143154486379436,0.0009110021023125438
0,0,2,0,2,1,46539,14,0.19915814206210125,4.274143568482465e-05
95,242,102,94,273,1,26349,193,40.051436388131215,0.010051546391752578
13,0,11,0,13,1,5367,487,1.3009375004652703,0.002225646293442904
12,0,11,0,12,1,85785,16,1.1315141277454204,0.00013966643000966027
9,40,5,3,42,1,1176,1743,9.911985764087113,0.0022447888829502933
1,0,1,0,1,1,1410,6,0.12814198864635515,0.0007032348804500702
3,0,0,0,3,1,964,43,0.49243050951152256,0.0029791459781529296
7,0,13,0,13,1,225,50,1.9288651547713964,0.04304635761589404
23,0,23,0,23,1,62984,30,2.3395211886750427,0.0003650735702607896
23,0,23,0,25,1,47364,52,2.3396498989021595,0.0005256076023883611
79,0,79,0,88,1,10477,136,10.689501870909096,0.008160237388724036
0,0,2,0,2,1,280325,5,0.1594599819863377,7.358053941893448e-06
1,0,1,0,1,1,2253,3,0.1252218827449451,0.0004405286343612335
103,0,110,0,118,1,26839,339,12.577982563088373,0.004348146510428182
0,0,0,0,0,1,3968,2,0.0,0.0
74,0,74,0,74,1,12183,106,7.011620023567176,0.006057133502496521
16,0,16,0,16,1,6230,28,1.4266814490960402,0.0025628704148646484
15,0,11,0,15,1,32035,21,1.7637401600314702,0.0004675956233049658
37,0,37,0,38,1,1009,1195,3.765899287102731,0.01753576372865713
1,6,1,2,6,1,374,9,0.7343637418811996,0.013513513513513514
59,0,59,0,59,1,110088,78,6.072300432875683,0.0005357596890777669
2,0,2,0,2,1,8655,16,0.17690134062330048,0.00023057412958266084
14,0,13,0,15,1,85122,18,1.4699118351075064,0.00017610387780738932
23,0,24,0,25,1,12243,53,2.2754575177381913,0.0020336777027576674
16,0,14,0,16,1,8655,30,1.4840592648564082,0.0018443804034582133
47,0,46,0,47,1,18881,58,4.48041430559794,0.0024875621890547268
7,0,6,0,7,1,417,12,1.083751742749964,0.016548463356974
0,0,0,0,0,1,928,2,0.0,0.0
75,0,74,0,75,1,28613,118,7.2613916679250705,0.002616431187859759
6,0,1,0,6,1,1328,627,0.7892034323450934,0.0030211480362537764
13,0,13,0,13,1,11938,22,1.2650569612963531,0.001087957151226044
163,0,162,0,169,1,28974,344,18.19465093443649,0.0057783704311553325
33,0,33,0,33,1,61163,42,3.0784749799138034,0.0005394095916832849
44,0,43,0,44,1,96437,53,4.089280267652587,0.00045612871122905957
26,0,24,0,26,1,22722,44,2.369021176819682,0.0011423550087873461
13,0,11,0,14,1,491,48,1.7298022024281612,0.026415094339622643
34,0,33,0,34,1,60771,44,4.056013831269027,0.0005593209186023556
51,0,46,0,51,1,414420,58,4.698569702513089,0.00012734400359559538
11,0,10,0,11,1,61749,15,0.9993545494003977,0.00017785538740137108
0,3,0,0,3,1,86,11,0.6469717299253326,0.016216216216216217
25,0,40,0,40,1,282,187,4.957953527040983,0.08583690987124462
0,0,0,0,0,1,764195,1,0.0,0.0
66,0,67,0,67,1,10066,104,6.498105978504114,0.0065880039331366776
19,0,14,0,20,1,814,44,3.02516924391543,0.0234192037470726
21,0,20,0,21,1,77360,24,2.3690960674030306,0.00027139497014655326
59,0,58,0,59,1,119314,71,5.939670440980098,0.000494389931204384
2,0,2,0,2,1,1665,4,0.22217801605726972,0.0011621150493898896
66,2088,76,84,2104,1,68393,94,422.17711908098,0.02998517842891346
38,0,38,0,39,1,2769,131,3.676922052517765,0.013607815771109559
4,0,4,0,4,1,702,9,0.5880644204353336,0.0055788005578800565
5,0,5,0,5,1,3161,14,0.4631031223944154,0.0015743073047858945
0,0,0,0,0,1,3932,1,0.0,0.0
37,0,37,0,37,1,68801,42,3.3954574483857862,0.0005377047274418334
16,165,34,42,190,1,422106,159,36.104298551831484,0.0004579670601166129
41,0,41,0,41,1,22965,59,3.8518154281994006,0.0017836944226920733
24,0,23,0,25,1,37080,41,2.4331918773874697,0.0006736002586624992
24,0,26,0,27,1,1297,68,3.129651701670169,0.01970802919708029
61,0,61,0,61,1,116782,87,6.221824184283601,0.0005221529822639183
4,0,4,0,4,1,38714,9,0.3894891447054023,0.00010329778168013842
5,0,6,0,6,1,68,32,1.0329164536695132,0.05607476635514018
27,0,27,0,27,1,2968,56,2.4534363784572144,0.009000000000000001
8,11,7,0,20,1,1212,131,2.3913262127446213,0.012507817385866166
4,0,4,0,4,1,48401,7,0.36406096734144794,8.25235707949083e-05
0,0,0,0,0,1,414420,2,0.0,0.0
137,1226,142,147,1233,1,3645,485,214.3966358681968,0.057614130180832675
165,0,172,0,182,1,9652,674,19.263235842806385,0.01778559562200723
73,0,73,0,77,1,8186,96,8.764795460018526,0.009369676320272571
3,0,3,0,3,1,5819,6,0.3520868291156414,0.0005151098901098901
0,0,0,0,0,1,34124,2,0.0,0.0
90,0,91,0,91,1,62807,113,8.875620877738289,0.0014478457328326866
0,0,0,0,0,1,41367,2,0.0,0.0
21,0,25,0,25,1,26740,45,2.3688189233813315,0.0009334976289160227
0,0,0,0,0,1,764195,1,0.0,0.0
0,0,0,0,0,1,2053,2,0.0,0.0
44,0,49,0,49,1,8881,116,4.4864680283776535,0.0054693604196896966
2,0,3,0,3,1,3399,11,0.3251675166110043,0.0008743806470416787
0,0,0,0,0,1,49386,1,0.0,0.0
4,0,5,0,5,1,16258,21,0.5590791423743623,0.0003051571559353067
39,0,39,0,39,1,32583,60,4.430475479542725,0.0011931348854284578
1,0,3,0,3,1,62813,19,0.35488542815623947,4.71186919851105e-05
0,0,0,0,0,1,764195,1,0.0,0.0
9,0,9,0,13,1,454,64,1.801979225528245,0.024528301886792454
62,0,63,0,63,1,25240,88,6.236465153387773,0.002488151658767773
1,0,1,0,1,1,49386,2,0.09054420725751172,2.0166169234492214e-05
37,0,36,0,37,1,60519,41,3.5034154398919357,0.0006113378385076747
27,0,27,0,27,1,28613,37,2.576218639259645,0.0009430008382229672
20,0,21,0,21,1,2967,94,1.9428902190627049,0.006903353057199211
24,0,26,0,26,1,5153,102,2.550400017183504,0.004968469329256641
9,0,3,0,9,1,725,82,1.0793394718248348,0.011264080100125156
33,0,33,0,33,1,101966,35,3.0709868188384766,0.0003236119010728225
104,0,106,0,106,1,16146,282,10.627423861381047,0.006487942220590036
3,0,2,0,3,1,3831,33,0.33845311792574506,0.0007714065312419647
1,0,2,0,2,1,383713,3,0.23123380924758227,5.381088701866162e-06
13,17,8,4,22,1,1937,77,3.9325443053683866,0.01011029411764706
17,0,16,0,17,1,10413,33,1.5139374898958509,0.0016291327264015333
13,0,17,0,17,1,113327,23,1.6337779974114142,0.00014996471418489768
70,0,59,0,71,1,5273,107,7.944489936426951,0.013368480512144605
2,0,2,0,2,1,1659,4,0.2596934509993477,0.0011500862564692352
0,0,0,0,0,1,6924,1,0.0,0.0
25,0,30,0,30,1,35429,79,2.889950815367463,0.0008338660811073741
0,0,0,0,0,1,49386,1,0.0,0.0
38,0,38,0,38,1,12450,92,4.364391931150026,0.003036356372353176
3,0,3,0,3,1,1186,5,0.42479076683986,0.0024671052631578946
0,0,0,0,0,1,422106,1,0.0,0.0
275,0,276,0,279,1,101966,326,29.581878920338085,0.002734784696968212
102,0,104,0,106,1,9540,203,10.481233222193694,0.010964004964832436
11,0,9,0,11,1,1838,70,1.0395918551076344,0.0057864281956864815
1,7,3,3,9,1,1376,24,2.309943030903146,0.005438066465256798
10,0,8,0,11,1,1369,52,1.0362669640411997,0.007746478873239438
0,0,0,0,0,1,4662,1,0.0,0.0
60,0,63,0,63,1,21837,131,6.639626185067927,0.002873825380895904
3,0,2,0,3,1,220,12,0.48834937056908145,0.013043478260869565
33,0,34,0,35,1,34082,70,3.4916245394609438,0.001025430680885972
8,0,8,0,8,1,12750,13,0.8288765859431464,0.0006258801439524331
0,0,0,0,0,1,118413,1,0.0,0.0
24,0,22,0,24,1,9329,48,2.2779487514614707,0.002559726962457338
3,0,3,0,3,1,32035,4,0.32800756992173147,9.35337033110931e-05
12,0,13,0,18,1,606,691,2.0077568502994128,0.013878180416345412
38,0,40,0,40,1,10362,84,3.637271914351188,0.0038395085429065077
35,0,35,0,38,1,26740,93,3.597955642529298,0.0014170115971212293
0,0,0,0,0,1,422106,1,0.0,0.0
1,0,1,0,1,1,20786,7,0.08700934297577807,4.807692307692308e-05
1,0,1,0,1,1,13199,3,0.07378498417031162,7.560293339381567e-05
2,0,2,0,2,1,764195,3,0.20202013434959565,2.6224074224619685e-06
0,0,0,0,0,1,414420,1,0.0,0.0
56,0,53,0,66,1,2758,97,7.58310361753924,0.023512646954043464
1,0,1,0,1,1,390,3,0.14071414408225535,0.0024630541871921183
1,0,7,0,7,1,34124,10,0.9662781315554438,0.00020073411332874512
11,0,15,0,15,1,1394,43,1.594761834219667,0.010316368638239341
7,0,3,0,7,1,29554,15,0.9068347500229189,0.00023326335432703526
0,0,0,0,0,1,6659,1,0.0,0.0
0,0,0,0,0,1,5377,1,0.0,0.0
0,0,0,0,0,1,1158,26,0.0,0.0
40,0,40,0,40,1,24577,46,3.681086608860466,0.0016266113618803627
1,0,1,0,1,1,5873,3,0.12145498495207718,0.00016969285593076533
0,0,0,0,0,1,414420,2,0.0,0.0
0,0,0,0,0,1,280325,1,0.0,0.0
0,0,0,0,0,1,10283,2,0.0,0.0
5,0,3,0,5,1,2750,29,0.481340207208903,0.00176678445229682
89,0,82,0,93,1,4665,183,10.577028582190021,0.019505033557046983
6,0,6,0,6,1,2368,51,0.5567733157498111,0.0024813895781637717
2,0,2,0,2,1,105,5,0.24337700052326344,0.017543859649122806
12,0,13,0,14,1,12698,54,1.410448594491129,0.0010986423919014364
108,0,107,0,108,1,12403,198,10.341459156318493,0.008642765685019206
0,0,1,0,1,1,422106,3,0.07727127751768834,2.4264659494033317e-06
36,0,37,0,37,1,27570,43,3.4874217468045243,0.0013410169982965461
2,0,6,0,6,1,1317,39,1.0293018836005832,0.0035169988276670576
1,0,1,0,1,1,511816,3,0.08550646593941669,1.961969189235852e-06
33,47,34,25,63,1,2086,87,8.56841008775535,0.022934109938114303
24,0,25,0,26,1,414420,33,2.615699617865782,6.492047242128393e-05
45,18,27,4,57,1,1698,342,9.418397907411954,0.02783203125
19,0,19,0,19,1,101966,21,1.9201255429381392,0.0001863220036479887
1,0,1,0,1,1,75,12,0.11855813246370901,0.011363636363636364
7,0,7,0,7,1,61238,14,0.682347456900004,0.00011382483983218965
62,0,64,0,64,1,101966,76,6.599541550246969,0.0006275494195167869
0,0,0,0,0,1,207,1,0.0,0.0
9,0,11,0,11,1,280325,21,0.9910637548982123,4.046825449381572e-05
70,0,76,0,81,1,105865,159,9.130376081302392,0.0007630926922098599
1,0,0,0,1,1,98625,5,0.11104139562994186,1.012606956609792e-05
0,0,0,0,0,1,764195,3,0.0,0.0
0,0,0,0,0,1,62813,1,0.0,0.0
13,24,92,17,112,1,153,319,16.62750165570946,0.1471747700394218
11,0,13,0,13,1,8695,61,1.2265978255622503,0.0014754284417205765
0,0,0,0,0,1,422106,2,0.0,0.0
36,0,36,0,37,1,61749,62,4.014740717361595,0.0005980377895230245
1,0,1,0,1,1,571,12,0.11533454465780063,0.0017094017094017096
47,0,50,0,50,1,66490,145,5.165826037544416,0.00075007500750075
62,1038,62,64,1046,1,110088,167,196.95102610221565,0.009292078636214231
45,0,42,0,45,1,38624,60,4.212377759939255,0.0011627906976744186
42,0,46,0,46,1,27588,88,4.606697905963643,0.001662270082752141
0,0,0,0,0,1,422106,1,0.0,0.0
2,1,7,0,9,1,156,125,1.018549473129346,0.02393617021276596
13,0,13,0,14,1,38546,20,1.33959481333928,0.0003627788862688192
54,0,55,0,56,1,116782,74,5.4988584430819705,0.0004793863854266538
55,0,53,0,55,1,3107,101,5.131029443839643,0.01740506329113924
2,0,2,0,2,1,586,82,0.1861301561842631,0.0029850746268656717
0,0,0,0,0,1,2197,1,0.0,0.0
43,0,44,0,45,1,66490,62,4.17568189213766,0.0006758583400919168
2,0,1,0,2,1,511816,4,0.16523323337149978,3.923938378471704e-06
5,0,4,0,5,1,547,24,0.5924777734250601,0.008741258741258742
53,53,35,10,83,1,1108,316,12.675750642749678,0.052531645569620256
16,0,16,0,17,1,17401,44,1.612101015097285,0.0009741562088132485
0,0,0,0,0,1,84587,3,0.0,0.0
52,0,52,0,52,1,4740,111,4.807585568197401,0.010835590748072516
102,0,101,0,102,1,60519,152,10.322139445792946,0.0016840297842130466
1,0,1,0,1,1,489,3,0.08550646593941669,0.0017211703958691911
107,0,107,0,107,1,77787,130,10.536475760552277,0.0013741556006472658
2,0,2,0,3,1,338,12,0.24433187040061483,0.00847457627118644
1,0,4,0,4,1,349,22,0.482507245072193,0.009280742459396751
12,0,13,0,13,1,3853,135,1.276842637209508,0.003268795574553684
0,0,0,0,0,1,383713,5,0.0,0.0
0,0,0,0,0,1,383713,4,0.0,0.0
0,0,1,0,1,1,380,37,0.08340686705490902,0.0020161290322580645
0,0,0,0,0,1,18490,2,0.0,0.0
0,0,0,0,0,1,280325,3,0.0,0.0
64,0,67,0,67,1,7394,259,6.491714627826006,0.00873875048910917
55,0,55,0,55,1,35111,85,5.272168453718377,0.0015644555694618273
76,0,75,0,76,1,6230,176,7.763733705798114,0.012004422682040751
3,7,3,3,9,1,6408,61,1.4221549669768216,0.001303969863807592
48,99,39,30,117,1,5979,88,17.869786464031524,0.017695099818511795
49,0,49,0,49,1,9123,64,4.499022658965449,0.0053226156854225505
14,0,15,0,15,1,511816,19,1.3502537972325308,2.9429422359297932e-05
24,0,25,0,25,1,2725,64,2.7157034110630556,0.009025270758122744
0,0,0,0,0,1,764195,2,0.0,0.0
115,0,147,0,148,1,10974,245,15.56984575532352,0.013284265326272329
21,0,22,0,22,1,9156,45,1.9580290488910226,0.0023959921585711176
1,0,1,0,1,1,68772,5,0.10716497637722296,1.4527915389420773e-05
0,0,0,0,0,1,764195,2,0.0,0.0
26,0,26,0,27,1,34095,43,2.5778706603823713,0.0007795807587919387
77,0,79,0,79,1,82322,94,7.823765879464957,0.0009590986900411564
3,0,7,0,7,1,441,91,0.8919707126934906,0.011784511784511785
0,0,0,0,0,1,10283,1,0.0,0.0
48,118,48,47,124,1,10362,128,17.952382675604813,0.010112542815201436
43,0,42,0,43,1,78791,48,4.093144916697096,0.0005456437327107073
69,0,54,0,69,1,4377,156,7.766493584793113,0.015340151178301469
0,0,0,0,0,1,511816,1,0.0,0.0
6,0,7,0,7,1,35027,10,0.6323918361457485,0.00019980590283724385
71,0,68,0,73,1,12100,244,7.275400962852214,0.005935441905846004
2,0,2,0,2,1,3602,26,0.16311372400321064,0.0005514199062586159
0,0,0,0,0,1,118413,4,0.0,0.0
4,0,4,0,4,1,290,5,0.650949608172841,0.0121580547112462
18,0,17,0,22,1,3359,112,2.2005447270272995,0.006345543697721372
13,0,15,0,16,1,428,252,1.5882906212899095,0.0226628895184136
9,0,10,0,10,1,10697,34,1.1042286510152837,0.000928332714444857
5,0,5,0,5,1,42857,7,0.41187693905839406,0.00011602812521755274
6,0,6,0,6,1,35588,20,0.6246237256852776,0.00016734534501031963
2,0,2,0,2,1,2088,16,0.16664305616931868,0.0009165902841429881
2,0,2,0,2,1,1746,75,0.19075572923149206,0.0010976948408342481
10,0,9,0,10,1,1577,37,0.8935600077323945,0.006056935190793458
0,0,0,0,0,1,18490,1,0.0,0.0
1,0,1,0,1,1,118721,2,0.07378498417031162,8.378718056137411e-06
99,0,99,0,101,1,13123,174,9.952011254384242,0.007649197212965769
40,0,67,0,71,1,1925,170,8.857529186815071,0.028377298161470825
0,0,0,0,0,1,299,1,0.0,0.0
0,0,0,0,0,1,26938,2,0.0,0.0
6,0,6,0,6,1,2418,21,0.6469639734377837,0.0024429967426710096
0,0,0,0,0,1,5258,1,0.0,0.0
59,0,58,0,59,1,60519,65,5.533822966468295,0.0009748038000826104
0,0,0,0,0,1,511816,1,0.0,0.0
95,0,91,0,95,1,61390,126,9.616038251601221,0.001546148462802923
5,0,0,0,5,1,8391,21,0.7646753234579229,0.0005911563017261764
35,0,38,0,42,1,3126,77,5.235837165589745,0.013125
46,0,45,0,46,1,42907,62,4.293910066797246,0.0010713620272032793
23,0,24,0,24,1,1042,83,2.7624069281762234,0.021071115013169446
105,0,122,0,132,1,3572,1350,14.18017053358404,0.02729528535980149
55,0,56,0,59,1,4843,65,6.679895557504993,0.012127440904419322
66,0,67,0,74,1,3867,101,8.413559931956502,0.018935516888433986
8,0,6,0,8,1,23683,19,0.7910090947126129,0.00033705498209395405
13,0,25,0,25,1,810,385,2.586044785942295,0.02083333333333333
32,0,32,0,32,1,7401,55,2.8914312359839163,0.0043097643097643095
4,0,6,0,6,1,257,389,0.5376885826076454,0.009244992295839754
0,0,0,0,0,1,8777,1,0.0,0.0
38,0,38,0,38,1,22965,77,3.940504332958212,0.0016516712304950668
4,0,6,0,6,1,1041,15,0.6258997888991608,0.005063291139240506
64,236,68,76,244,1,2346,206,37.278419506830794,0.045787202101707634
29,0,29,0,29,1,119314,33,2.688676080325856,0.0002430215115938021
49,0,52,0,57,1,3805,67,6.513665404857057,0.014870858335507437
13,32,5,6,35,1,201,68,5.554324751105,0.11666666666666667
1,0,1,0,1,1,40016,8,0.12000090691997771,2.492833104823632e-05
62,0,59,0,65,1,85916,76,6.008840786801743,0.0007426279890776562
50,0,45,0,55,1,2039,248,6.600501143860451,0.024379432624113483
25,45,30,18,60,1,613,358,10.944621861020769,0.04709576138147567
4,12,4,4,17,1,574,83,2.7020167523471192,0.01423785594639866
23,0,27,0,28,1,85916,36,3.0956561892806143,0.00031991225263927614
0,0,0,0,0,1,2207,3,0.0,0.0
11,0,11,0,11,1,25240,13,1.058727171428785,0.0004348341700596909
68,0,65,0,69,1,73650,82,6.490272229487597,0.0009359231729151973
117,0,124,0,125,1,113327,159,12.591398237559698,0.0011024094260415564
64,0,62,0,64,1,42907,74,5.975226167277286,0.0014907989750757044
0,0,0,0,0,1,900,1,0.0,0.0
4,0,3,0,4,1,266,30,0.39407725588143205,0.011799410029498523
7,0,6,0,8,1,2027,10,0.9670120450606692,0.0038350910834132313
1,0,1,0,1,1,1462,3,0.07774293064134279,0.0006821282401091405
91,1211,90,89,1212,1,27310,245,224.16023075354042,0.03786908295578816
36,0,33,0,36,1,2493,140,3.485878471381127,0.013766730401529636
15,0,15,0,15,1,50728,20,1.3404959885224887,0.00029561310157266165
1,0,1,0,1,1,1054,4,0.07378498417031162,0.0008496176720475786
4,0,4,0,4,1,84587,11,0.4103607120016719,4.71253534401508e-05
5,0,7,0,7,1,284,17,0.8908829312640025,0.022653721682847898
116,0,105,0,117,1,42592,428,11.80584049893034,0.0027244783904619967
1,0,0,0,1,1,28986,5,0.15045760518676207,3.4451870736580995e-05
1,0,1,0,1,1,14565,3,0.09534891835000366,6.851661527920521e-05
0,0,0,0,0,1,8790,1,0.0,0.0
0,0,0,0,0,1,2951,2,0.0,0.0
0,0,0,0,0,1,10073,1,0.0,0.0
57,0,57,0,57,1,22096,81,5.614885396451193,0.0025745257452574532
39,0,41,0,41,1,6076,128,3.8131314017224316,0.0066461338952828655
52,0,48,0,52,1,119314,59,4.936606579412008,0.00043575175557678447
50,0,52,0,53,1,68853,60,4.949475685558989,0.0007692530987837093
42,0,41,0,42,1,93391,72,4.055554789617232,0.0004495055439017081
38,316,38,37,319,1,31666,190,59.214854311008565,0.009576416198853232
34,0,34,0,34,1,68801,41,3.260337357125855,0.0004940926859750338
86,0,91,0,99,1,5584,161,10.927071737480059,0.01736537449570251
16,0,16,0,20,1,192,152,2.955665680492181,0.05865102639296187
81,0,81,0,82,1,31247,138,8.040037383201064,0.0026177174780526733
30,0,30,0,30,1,28613,36,2.9454542527015524,0.0010479251082855946
0,0,0,0,0,1,23683,1,0.0,0.0
21,0,22,0,22,1,40016,70,2.4425234279600994,0.0005478633330012949
8,0,8,0,8,1,77360,9,0.880150764397548,0.00010339123242349047
57,0,56,0,58,1,4239,300,5.802459763714523,0.01289748721369802
33,0,35,0,38,1,3143,264,3.9491463269757543,0.011169900058788948
10,0,9,0,10,1,5046,77,1.410275650531467,0.0019519812609798946
75,0,73,0,77,1,1922,867,7.542271269889295,0.028371407516580693
10,0,9,0,11,1,32319,25,1.0921546284553614,0.00033880555641112515
141,0,141,0,142,1,27310,254,13.871712796293771,0.005176813707619395
3,0,2,0,3,1,10108,4,0.31613474311981343,0.00029515938606847696
1,0,0,0,1,1,160559,2,0.07774293064134279,6.367277288558639e-06
51,0,51,0,52,1,12468,78,6.253835659417319,0.004115877790090232
17,0,17,0,17,1,113272,22,1.6669032239893502,0.00015267449797032727
13,0,12,0,13,1,16546,27,1.587000112002731,0.0007823784304285028
9,0,4,0,9,1,5186,12,1.3155406953128628,0.0017211703958691911
0,0,0,0,0,1,61665,1,0.0,0.0
3,11,9,6,17,1,261,364,2.5135113700682457,0.008999470619375331
78,0,73,0,79,1,8186,151,7.521730864983203,0.009551444807157538
0,0,0,0,0,1,511816,1,0.0,0.0
1,0,7,0,7,1,487,30,0.9647633908714388,0.007510729613733906
0,0,0,0,0,1,764195,2,0.0,0.0
3,0,2,0,3,1,98625,7,0.3120959803838098,3.0378208698293764e-05
396,5290,509,519,5435,1,10477,1514,1085.4341671639818,0.043609782713354944
30,0,26,0,30,1,64567,39,2.9403241565611333,0.00046428847790760665
0,0,0,0,0,1,949,1,0.0,0.0
9,31,4,3,33,1,1226,20,6.181567693182657,0.024924471299093656
73,0,74,0,74,1,7732,267,7.767089716494133,0.009335183549892772
74,0,72,0,85,1,4258,123,9.823778077711138,0.019694161260426318
0,0,1,0,1,1,70884,17,0.12671533504712856,1.404001404001404e-05
20,0,18,0,22,1,1047,38,2.9427954025727763,0.0205607476635514
29,0,28,0,30,1,1009,571,2.9166765174010103,0.019329896907216496
25,0,25,0,25,1,89464,27,2.328070230874739,0.0002794045330591444
4,0,5,0,5,1,23531,22,0.4716666799778366,0.00021208008143875127
2,0,0,0,2,1,219,8,0.4048695557202717,0.008733624454148471
199,0,199,0,201,1,68393,255,20.370373657980913,0.0029354207436399216
13,0,13,0,13,1,2831,14,1.421614940852103,0.004580690627202256
76,0,76,0,76,1,16079,125,7.668614308304774,0.004709089782514406
234,4038,229,229,4042,1,116782,719,840.044496329133,0.03254637979902087
5,0,5,0,5,1,3916,19,0.4739813772553075,0.0012664640324214793
1,0,1,0,1,1,1007,2,0.15898970131895468,0.0009416195856873825
4,0,4,0,4,1,1317,62,0.34935612713467895,0.002881844380403458
6,0,6,0,6,1,66490,8,0.5846735305433219,9.013475145342287e-05
0,0,0,0,0,1,38778,1,0.0,0.0
47,94,40,27,114,1,40016,131,22.236382681924027,0.0028112746911296885
28,25,14,3,45,1,205,457,7.061803003075982,0.06293706293706294
119,0,122,0,124,1,41367,248,12.525804578712265,0.0029852183542780106
1,0,1,0,1,1,6949,2,0.12054295278930277,0.0001437607820586544
7,0,8,0,8,1,35429,17,0.7267313617697463,0.00022261179285972677
92,0,70,0,94,1,28047,183,9.155382141511948,0.0033266093357398165
9,0,26,0,30,1,481,106,3.235026337331274,0.042075736325385686
0,0,0,0,0,1,400,55,0.0,0.0
0,0,0,0,0,1,2492,3,0.0,0.0
4,0,4,0,4,1,1202,42,0.40860637505968855,0.003194888178913738
38,0,37,0,38,1,116782,45,3.609346146388932,0.0003253313242697168
10,0,10,0,10,1,116782,12,0.9372169720652757,8.561643835616438e-05
30,0,31,0,31,1,10995,60,2.8221013659915024,0.0027538420538331704
1,0,1,0,1,1,47169,10,0.07378498417031162,2.1175224986765485e-05
2,0,0,0,2,1,208,13,0.30290221629449454,0.00904977375565611
19,0,19,0,19,1,1242,121,1.7356462537283441,0.014126394052044609
2,0,1,0,2,1,764195,8,0.22095138056528058,2.6223902300229593e-06
129,0,126,0,130,1,37080,203,12.733002356684842,0.003497350084743483
15,0,14,0,17,1,1951,53,1.5546300372163762,0.008529854490717512
2,0,1,0,2,1,2055,4,0.2638018698513762,0.0009633911368015414
85,0,89,0,89,1,11045,118,8.672882062271148,0.008019462966300234
0,0,0,0,0,1,2779,1,0.0,0.0
0,0,0,0,0,1,764195,1,0.0,0.0
2,0,2,0,2,1,35588,22,0.1871143681734823,5.577400373685827e-05
94,588,93,106,594,1,96437,161,108.97534408476983,0.0060750483242480325
0,0,0,0,0,1,460,2,0.0,0.0
74,0,74,0,74,1,31370,91,8.486415301975901,0.002357739119352577
11,0,12,0,12,1,976,70,1.4471097823562515,0.0111731843575419
5,0,8,0,8,1,448,112,0.8463014352875711,0.0132890365448505
200,486,131,128,499,1,2940,781,78.16793440563387,0.02991786078302057
37,97,40,35,111,1,401,97,21.095377871862855,0.13167259786476868
0,0,0,0,0,1,295,5,0.0,0.0
2,0,2,0,2,1,53154,4,0.17324260776012954,3.760812335464461e-05
45,0,45,0,45,1,5417,95,4.352206221781027,0.008231205414304006
4,0,3,0,4,1,53154,11,0.3942297593975362,7.520917551941337e-05
8,0,8,0,8,1,59897,14,0.7536788983671284,0.00013350689229331465
65,0,65,0,65,1,58046,74,6.328269999192505,0.0011193387291200275
4,0,5,0,5,1,26018,11,0.5293747810834004,0.0001896813353566009
6,0,5,0,6,1,2053,32,0.6381721109241688,0.002870813397129186
0,0,0,0,0,1,38778,1,0.0,0.0
0,0,0,0,0,1,11502,2,0.0,0.0
28,58,29,27,64,1,11757,48,11.369587801544823,0.005300207039337475
