,source,sink
2283,1475591,1293524
2284,2961801,1748671
2285,379565,322336
2286,1903981,2555627
2287,3361377,324348
2288,1250021,3682401
2289,3683235,4740902
2290,1580988,4296154
2291,4209323,2718881
2292,2781817,576424
2293,2439199,4284095
2294,3683235,4427159
2295,846208,1121999
2296,3633019,439095
2297,2249955,1725474
2298,1983399,2240932
2299,4067716,4464463
2300,4801471,3673086
2301,3294702,1291954
2302,4754835,3959284
2303,1100354,2934817
2304,3280389,4614182
2305,792037,4815901
2306,3280389,3582728
2307,2706302,3740633
2308,3235479,2734095
2309,3509903,2001674
2310,3280389,913203
2311,4371330,589749
2312,363750,3902385
2313,3392698,3718017
2314,572112,1504506
2315,1616492,4663694
2316,2183119,1364801
2317,4121239,2903281
2318,3817695,4117042
2319,3517811,4420362
2320,2343253,3847714
2321,3986468,891525
2322,3929270,3723818
2323,3361377,1650503
2324,2887240,1055597
2325,1324715,3864401
2326,1790294,4806943
2327,2950311,2776843
2328,4569293,1603303
2329,4169303,1445449
2330,1453862,2379667
2331,711442,1383571
2332,3235479,934472
2333,957197,2736542
2334,3764177,4013764
2335,4492248,742407
2336,1652056,3882304
2337,3792226,3723496
2338,1815739,2837919
2339,3271898,2641899
2340,4062175,3503102
2341,3235479,618963
2342,1984092,670296
2343,4864827,2663866
2344,3924678,2011532
2345,2343253,2266838
2346,671633,3366228
2347,4249983,502799
2348,1653268,628048
2349,4299489,801094
2350,1356121,3328109
2351,2358890,3574203
2352,1588705,4249423
2353,4751453,2307948
2354,932720,4694460
2355,1022123,4302043
2356,4319972,209268
2357,4738181,1280869
2358,1280769,2835592
2359,3002746,626199
2360,213595,2309942
2361,4140279,1886142
2362,4125527,223124
2363,3509903,2619835
2364,4588598,4763500
2365,3040163,2908511
2366,3509903,116709
2367,511702,2480331
2368,3257465,603113
2369,3385289,4546381
2370,3655780,4112493
2371,988087,1915058
2372,4653941,885800
2373,1301815,1710037
2374,427805,1105229
2375,307250,1439664
2376,837553,3208760
2377,3438576,151021
2378,4548839,2412735
2379,3361377,1702461
2380,1301815,2033567
2381,2751572,2951538
2382,4621952,2083527
2383,1588705,4229482
2384,3104865,3187631
2385,781211,2752785
2386,2961801,3469592
2387,3280389,2661189
2388,4207650,3541155
2389,2405789,2324501
2390,1880135,4636810
2391,4192206,2745043
2392,4335217,4013601
2393,4208653,1960682
2394,4485028,4795119
2395,3438576,4503846
2396,2107861,2119653
2397,55855,4615504
2398,1436174,2022684
2399,4492248,2654633
2400,2981537,142010
2401,961349,1605992
2402,1785615,4379836
2403,4435816,4217826
2404,2961801,3350057
2405,3501482,1418885
2406,3112136,3559007
2407,2950311,4128378
2408,1709015,2939318
2409,3361377,4762390
2410,4602575,1774760
2411,1330432,1489861
2412,781211,3734900
2413,2306134,4526703
2414,1446824,291816
2415,2109919,1075426
2416,695458,163267
2417,3509903,231356
2418,2827436,2784616
2419,687713,1974935
2420,2075015,207637
2421,2260014,1933224
2422,4649206,4515929
2423,3683235,4688794
2424,1250021,837713
2425,2851163,532760
2426,283907,1761664
2427,687713,3013359
2428,4027595,1466908
2429,3361377,4542541
2430,2632429,3305982
2431,2494800,2466748
2432,4295952,4695775
2433,4011264,1232673
2434,931242,4495824
2435,354904,1261293
2436,1966548,585771
2437,3509903,365844
2438,1503116,2088593
2439,765601,4551519
2440,2827436,606408
2441,4380766,2650224
2442,1517832,1152730
2443,1217747,971052
2444,3815269,953375
2445,2827436,3767518
2446,1913445,2939019
2447,2989110,2289208
2448,4183784,230985
2449,3638272,1823746
2450,757117,2895114
2451,2470392,491505
2452,2096270,2725949
2453,3764177,3271484
2454,3361377,1473802
2455,1743193,2748614
2456,4440160,973774
2457,1609659,3350489
2458,3361377,1353001
2459,973092,2024154
2460,1471685,3837345
2461,1652056,2685965
2462,3458198,3031384
2463,3553721,4108593
2464,4429498,1569602
2465,837553,2550675
2466,665164,926241
2467,408965,1672378
2468,3610598,3637952
2469,3638272,4681414
2470,378943,871840
2471,2924690,4741813
2472,515290,253340
2473,4345608,2253119
2474,3638272,4079396
2475,1580988,2913288
2476,2950311,1610199
2477,2702724,1701014
2478,2241777,580353
2479,1652056,4861532
2480,4569293,36226
2481,3525425,3092205
2482,2629632,2134534
2483,155821,467709
2484,4334842,2532903
2485,3765475,2878977
2486,1609659,2003343
2487,1339861,4202576
2488,4540817,2364144
2489,55855,635990
2490,2913481,3625851
2491,3380826,877654
2492,3509903,1560939
2493,1966548,83297
2494,2405789,2548359
2495,4744679,1429646
2496,3509903,3739353
2497,3569179,4185853
2498,4503880,3917352
2499,354904,837084
2500,2961801,2206809
2501,4516604,3469592
2502,978797,3262409
2503,3676295,2291027
2504,2470160,1789210
2505,3438576,2897742
2506,1432079,3836080
2507,3907996,4217304
2508,1250021,1084717
2509,3361377,902343
2510,782341,1600515
2511,4656285,1175220
2512,3280389,842849
2513,889433,4582287
2514,3438576,3917382
2515,3235479,4803566
2516,1875,1559692
2517,1086912,2849788
2518,2524671,1740880
2519,1092045,1776873
2520,1880135,4225923
2521,4465133,416096
2522,3930937,782720
2523,285124,3956670
2524,4272102,203628
2525,752618,1496031
2526,241332,4335314
2527,3280389,1662880
2528,1520840,464620
2529,860473,389038
2530,3280389,3686602
2531,3569179,1305458
2532,1831774,3178542
2533,3361377,4031984
2534,3438576,2371237
2535,4417253,938472
2536,802229,562188
2537,2619873,4165779
2538,2590487,1491183
2539,1580988,799738
2540,3137585,3867022
2541,2343253,2307238
2542,1138515,3347207
2543,4440160,3336732
2544,4411063,4676753
2545,1132516,850017
2546,996752,2497432
2547,3224248,3074807
2548,360874,4234502
2549,360874,3929580
2550,2482338,2442457
2551,2031305,1892779
2552,2989110,1005854
2553,427805,437600
2554,1900620,3674960
2555,2343253,4273115
2556,3638272,3971927
2557,3280389,2327346
2558,1513404,268333
2559,2457029,4559303
2560,4721617,3261972
2561,4701737,81015
2562,3588630,2162628
2563,3280389,2901720
2564,3280389,3428568
2565,671026,4514191
2566,259819,3030316
2567,4664320,3385631
2568,895123,3492058
2569,3705070,1271220
2570,3257465,952241
2571,3438576,1631721
2572,3002746,4604692
2573,2516076,99866
2574,1880135,1640387
2575,3361377,4693175
2576,781211,2552752
2577,2961801,1065787
2578,3140859,1873546
2579,1357274,412958
2580,3298300,4504372
2581,2827436,328603
2582,4310913,264488
2583,3454888,839041
2584,3361377,2373629
2585,4712782,1584393
2586,2887240,1880623
2587,957197,1091722
2588,3698287,3195312
2589,2498087,1887491
2590,3257465,2584189
2591,2203170,2275156
2592,2075015,1930240
2593,1031334,195371
2594,3765475,1089694
2595,445996,4550241
2596,1282841,2214313
2597,2601512,1024144
2598,3323519,1042785
2599,454454,2282
2600,866357,8003
2601,2476875,955607
2602,4417253,2667092
2603,670296,59745
2604,1503116,1411003
2605,2883055,4104562
2606,2348093,828366
2607,1902575,3502737
2608,957197,2728114
2609,3119726,904294
2610,2827436,4328865
2611,957197,1864380
2612,2872979,3978281
2613,1520840,2101619
2614,3779328,1782743
2615,3544054,2768395
2616,1913445,680209
2617,172144,3532790
2618,2702724,4282942
2619,4853234,542977
2620,599760,746737
2621,1927211,3169536
2622,3351811,186416
2623,1639434,3896433
2624,3405059,4471573
2625,3907996,1451321
2626,1132938,811628
2627,3561502,2150177
2628,3509903,2142427
2629,4249983,3491011
2630,3361377,2073094
2631,573101,781385
2632,3065808,45781
2633,3680178,1286971
2634,2446968,1708520
2635,4563259,784812
2636,781211,2744594
2637,329387,1013754
2638,1903752,2163342
2639,17330,3758814
2640,2710011,4327266
2641,4443577,446057
2642,765601,876145
2643,2183119,4579606
2644,860473,2492680
2645,1139873,1575009
2646,3767985,2744853
2647,3294702,87691
2648,1250021,576634
2649,4110087,4032789
2650,155821,2961801
2651,3395938,4289469
2652,3280389,291486
2653,1839283,4078887
2654,100255,3717001
2655,1629019,1539971
2656,2751572,4370812
2657,2816061,3384188
2658,4055860,337600
2659,4463545,3757899
2660,3387987,688295
2661,1092045,2556771
2662,3361377,2306962
2663,3910135,3425298
2664,3361377,1200426
2665,2961552,3715859
2666,1875,3305655
2667,2147720,3290739
2668,1497278,3724591
2669,3280389,4652112
2670,2590487,896087
2671,502082,4229808
2672,3845148,2053247
2673,3361377,3743028
2674,3598710,473363
2675,427805,1432296
2676,1521114,1915508
2677,2887240,1296986
2678,4117427,3995052
2679,878433,1520710
2680,1926532,171401
2681,544230,3534748
2682,2772113,4852790
2683,78836,2122839
2684,2421038,3138096
2685,1250021,2042847
2686,3280389,1336640
2687,2375878,3627434
2688,4209323,4186081
2689,2961801,219143
2690,3954325,1006696
2691,1586900,2795472
2692,2075015,3647264
2693,2751572,2546858
2694,3214227,3560798
2695,3280484,2470975
2696,4423184,1578763
2697,837553,1407768
2698,1436216,3927678
2699,3123201,4581587
2700,2307868,739525
2701,3453056,654432
2702,3333,2552592
2703,925252,798571
2704,1065630,315608
2705,3734245,3006478
2706,2308819,631508
2707,2142892,1247289
2708,765601,2420256
2709,3294702,2547586
2710,2490914,1679036
2711,2375878,3299269
2712,3925532,1397241
2713,2101960,2544472
2714,1580988,2242127
2715,2075015,1804560
2716,1853195,2347516
2717,1038301,1774382
2718,3280389,2752215
2719,4229503,531699
2720,3633019,3456185
2721,3676295,600925
2722,2314038,459476
2723,2722942,4514460
2724,3291396,2885176
2725,3914135,1683957
2726,3065808,1254624
2727,800218,4075587
2728,4860485,752869
2729,3361377,1146044
2730,2772113,4567918
2731,47928,413064
2732,3059060,4353146
2733,3438576,3554936
2734,3280389,1944351
2735,3488762,750414
2736,2524671,1252046
2737,3464608,212274
2738,3123201,4149748
2739,3361377,2712725
2740,2102496,4112235
2741,3610598,2074407
2742,1821849,3208636
2743,817090,2610279
2744,1534362,2931510
2745,3782931,2287509
2746,6618,710443
2747,3280389,3708950
2748,1534362,3696487
2749,3271484,2334482
2750,1087655,1586404
2751,1626873,4102404
2752,3668051,2958088
2753,3835618,1810497
2754,1317294,2977066
2755,4316559,3579483
2756,525734,4650953
2757,1436216,307240
2758,4272102,3567250
2759,932720,2156401
2760,2827436,2999304
2761,3438576,4835181
2762,1202593,4019427
2763,3501270,3506934
2764,1262939,4456325
2765,4013601,1543413
2766,2827436,4594366
2767,4195988,3308859
2768,3509903,364209
2769,4337603,166265
2770,4727207,1113181
2771,2405789,4735806
2772,3328605,601666
2773,361201,1292274
2774,92352,1105313
2775,708440,1104836
2776,3257653,264608
2777,2172290,2742610
2778,1301815,2307323
2779,2513691,3520434
2780,2827436,4631896
2781,4183784,885066
2782,873241,2737926
2783,1221220,2790953
2784,3280389,1208806
2785,1723506,1403850
2786,4365938,4711104
2787,2536472,70774
2788,3638272,1501322
2789,2120733,1872787
2790,1004657,408965
2791,4140279,3248425
2792,3112136,2772343
2793,3361377,4290691
2794,3638272,2162793
2795,2482338,2986153
2796,4519069,1912288
2797,1639837,1435207
2798,471706,2521957
2799,1875,256059
2800,3280389,1019727
2801,1900620,767508
2802,932720,1661565
2803,1344759,813000
2804,2109216,2592560
2805,3065808,264970
2806,3438576,254147
2807,1311307,2388231
2808,4052496,4549026
2809,2827436,2020418
2810,603569,2924001
2811,4023687,572399
2812,1539837,3446720
2813,1336304,216631
2814,2012930,201523
2815,4151915,3467138
2816,3686310,4696238
2817,4370378,1773896
2818,3361377,3275580
2819,1638032,1947925
2820,2861639,3175605
2821,4272102,1773626
2822,3524073,2129688
2823,4411870,4683179
2824,3676295,1059240
2825,4011264,1576263
2826,307250,3773452
2827,3687762,1726541
2828,1580988,1875249
2829,3405437,1809926
2830,2120733,4416819
2831,2004934,4438718
2832,1520840,1983633
2833,2453598,623604
2834,1242225,717865
2835,2924690,3586718
2836,987112,2736625
2837,1927974,2179513
2838,3361377,3960053
2839,4656285,2183153
2840,1588330,3426518
2841,3509903,1319751
2842,4361636,1399016
2843,3753643,1647870
2844,1580988,2113601
2845,2448456,2770278
2846,4272102,79321
2847,354904,653219
2848,3509903,2330806
2849,1471685,3582194
2850,3836080,2704479
2851,1723506,4408177
2852,3707999,2340478
2853,3638272,3689034
2854,3636450,2106935
2855,1100354,420928
2856,2948092,618354
2857,2612638,364718
2858,2341838,4778673
2859,1338714,2888891
2860,4619326,4625696
2861,60980,1556224
2862,269982,2701593
2863,3863177,3378468
2864,3569179,1875022
2865,501914,1570382
2866,1839283,281206
2867,3638272,2042061
2868,3509903,3031974
2869,2283171,192515
2870,3361377,1024532
2871,2827436,199383
2872,3280389,4343183
2873,4238001,3750587
2874,1265875,3521384
2875,3914135,4685849
2876,2827436,2425006
2877,837553,3359306
2878,4803701,2885478
2879,4319972,4678204
2880,4411870,1436950
2881,2058931,1072976
2882,1471685,2593817
2883,3112136,4479490
2884,3198742,4259222
2885,1100073,646186
2886,1043549,3370590
2887,3992144,4086427
2888,1034814,2330655
2889,2498087,2726006
2890,4054318,133821
2891,3974280,1730742
2892,4606184,2159390
2893,471706,2763672
2894,3316576,1763808
2895,3508618,1706685
2896,4138257,1639099
2897,4011264,1495483
2898,1015986,3450165
2899,4727207,855355
2900,3067829,214796
2901,3310445,4000442
2902,1301815,3617031
2903,611151,3044186
2904,3065808,4260952
2905,1580988,4382265
2906,85156,1774237
2907,3508547,3204158
2908,2465665,3183457
2909,4527016,4612567
2910,2147720,2774524
2911,3058068,4440032
2912,474172,1610153
2913,4360960,3002068
2914,3280389,4018984
2915,1503116,78530
2916,4311068,3134736
2917,3509903,4179052
2918,2827436,1741109
2919,3361377,4332297
2920,4656799,519373
2921,2883055,664870
2922,1863381,611491
2923,3280389,29233
2924,354904,1149987
2925,3764475,648794
2926,3438576,1867634
2927,1503116,780482
2928,1887709,2665883
2929,2961801,1663836
2930,571147,4596542
2931,2827436,3251376
2932,2031305,2674516
2933,559492,1144011
2934,3980505,3772734
2935,1234540,1821089
2936,1580988,226016
2937,1317294,2635946
2938,3337583,3439916
2939,427805,1906572
2940,1151593,2606756
2941,2261139,2853945
2942,4604311,4516808
2943,2881894,1708989
2944,525299,2987166
2945,4023687,3174540
2946,155821,4514944
2947,2260014,1995713
2948,752551,2621858
2949,2827436,3836483
2950,3676295,4839415
2951,3911134,647709
2952,3255749,4587988
2953,968886,2172711
2954,4191410,4638307
2955,4110535,4294250
2956,738648,2151957
2957,4226939,4849790
2958,3836080,1552763
2959,1540080,2739440
2960,2793437,1983975
2961,2101710,4396110
2962,765601,1682278
2963,3284020,372471
2964,4133593,708949
2965,2727581,1590143
2966,2885394,2388735
2967,358057,197010
2968,1542757,4229388
2969,813554,3638212
2970,3242275,269114
2971,4098188,1953791
2972,2751572,2812793
2973,4691257,2501720
2974,3488762,687207
2975,3361377,3761037
2976,3137585,4527120
2977,2851109,4776154
2978,3361377,1434722
2979,1805777,1955815
2980,2722942,3488294
2981,4209323,2674074
2982,2490914,2995314
2983,4746749,3636267
2984,3387987,379462
2985,2457029,2695193
2986,2498087,2135576
2987,3990264,2962391
2988,4519069,3418487
2989,1103332,2939433
2990,2261139,3003499
2991,2778813,3179355
2992,4799966,2827981
2993,2885592,3880215
2994,3137585,3659833
2995,593740,545230
2996,3676302,1126226
2997,4547438,2209475
2998,3862610,3377144
2999,695505,444209
3000,3531730,1211117
3001,1148578,2799879
3002,1887709,3988877
3003,427805,1741416
3004,2791231,3234336
3005,805360,3095159
3006,18228,2778580
3007,2432129,1939016
3008,4154740,9005
3009,3023130,2722765
3010,4838376,1525005
3011,3501482,2184469
3012,4411870,696502
3013,4209323,703447
3014,3742930,4754936
3015,851438,3623986
3016,1875,4703863
3017,2841394,2449603
3018,1927211,3118675
3019,3361377,2019572
3020,2405789,2088036
3021,1888218,3887945
3022,2897926,21369
3023,2950311,1220770
3024,367144,4055858
3025,3638272,1542959
3026,4220190,946433
3027,4342519,2279930
3028,1288771,2203603
3029,3449530,4745841
3030,3554097,1975546
3031,823867,1839266
3032,1633022,226091
3033,2851109,1465351
3034,1807330,4081578
3035,3795221,1963414
3036,907654,3065129
3037,1371942,4766109
3038,3734245,3509796
3039,3676100,3285179
3040,4519069,3267624
3041,3916976,99284
3042,687713,2350738
3043,2289754,1514833
3044,354904,3418831
3045,2827436,861540
3046,755739,4787837
3047,1616896,4272900
3048,2041134,2321659
3049,973624,4793441
3050,1138515,222865
3051,3095050,3106927
3052,3939453,4822579
3053,2878621,2900047
3054,4423184,884482
3055,3280389,2284335
3056,474172,1998250
3057,3509903,23025
3058,2454881,3694222
3059,4208044,4171214
3060,2502456,823411
3061,2236309,2031108
3062,3361377,701597
3063,1474822,407090
3064,2494800,989993
3065,408965,2726963
3066,3361377,4550938
3067,1286085,1876485
3068,4750855,2966545
3069,3638272,1464022
3070,4744892,1219312
3071,474172,3038832
3072,1847461,1443276
3073,3346033,415853
3074,917130,2895083
3075,4295952,1792102
3076,3494774,4168452
3077,2343253,891731
3078,4011264,1061235
3079,1927211,3846758
3080,2421038,3199901
3081,1580988,2319176
3082,4624595,2051867
3083,4649206,510675
3084,3638272,4403769
3085,3361377,2167432
3086,3638272,4383551
3087,2219036,3459887
3088,1580988,41183
3089,573101,1051836
3090,3280389,240695
3091,3235479,780741
3092,3705070,1778211
3093,4015080,98186
3094,3361377,1356386
3095,1880135,1847175
3096,1927211,1021124
3097,2955154,3237318
3098,3235479,4678732
3099,2405789,547729
3100,4849993,166749
3101,4360960,1345753
3102,2516076,3133516
3103,550387,3392511
3104,1787075,3599073
3105,515290,4541838
3106,2961552,3784785
3107,4140343,3545297
3108,2950311,4307326
3109,1614034,2477256
3110,3509903,548157
3111,1927211,4233760
3112,2877907,2668456
3113,3910135,2963375
3114,1494665,824737
3115,1588330,4058466
3116,3638272,1517262
3117,57574,3927705
3118,3518048,1751211
3119,363750,3408614
3120,4624595,1471418
3121,3638272,3763539
3122,4678614,955879
3123,1984622,3460111
3124,3671141,3979949
3125,4319972,4476719
3126,439557,3281467
3127,4801471,925090
3128,380997,2598462
3129,1100354,1090278
3130,1100354,4150675
3131,843445,3220048
3132,1878924,3183926
3133,3509903,4176595
3134,2087003,4145084
3135,3509903,1935610
3136,3814892,1943495
3137,1759782,3999364
3138,1704222,4525332
3139,2513691,1624956
3140,36074,2065538
3141,3361377,1654517
3142,4738916,1240728
3143,2646792,3579460
3144,4751453,1595615
3145,1276253,2661419
3146,3638272,1303849
3147,3841835,1102496
3148,4220190,298990
3149,3561502,4387150
3150,2471541,375156
3151,4746749,2592812
3152,2516076,1809246
3153,2973719,4852291
3154,2981537,2164582
3155,4727207,2259864
3156,1503116,3995546
3157,2405789,4073449
3158,3115867,963618
3159,3638272,4140369
3160,2454881,4358855
3161,723447,4134098
3162,3873768,2790474
3163,2568449,2345961
3164,2405789,4370038
3165,644902,3065611
3166,1016317,167163
3167,1913445,3632361
3168,2260014,4306707
3169,1580988,3437443
3170,530200,2918278
3171,929454,2660146
3172,4191410,169497
3173,3676295,1161091
3174,2075015,1393757
3175,429643,2267203
3176,3487259,2211451
3177,2961801,284205
3178,1968010,3680362
3179,3845119,3179262
3180,2934549,1654239
3181,474172,2472163
3182,3025199,2206798
3183,3375887,753701
3184,864013,1889910
3185,4011264,1878325
3186,2513691,3290610
3187,4727207,2470910
3188,3734245,2230035
3189,3361377,1700068
3190,957197,3820746
3191,690098,4254737
3192,2327109,3392393
3193,2872979,210276
3194,2887240,4806688
3195,2627841,687713
3196,3561502,154385
3197,360874,3935887
3198,3316576,1817255
3199,2524671,2357536
3200,4654763,4441324
3201,1036154,4847044
3202,1880135,4858781
3203,3707352,3163174
3204,1534362,2650966
3205,1652056,2683417
3206,1396391,3167995
3207,3676252,777781
3208,2877907,3137060
3209,401947,2475645
3210,3280389,139620
3211,2892915,3682629
3212,569070,3150390
3213,2790006,4155886
3214,4319972,2341012
3215,3638272,3369004
3216,3987684,3210046
3217,4100923,204796
3218,427805,2422435
3219,354904,18696
3220,2075015,996215
3221,765601,3285114
3222,3438576,2160342
3223,835556,1819836
3224,631204,382164
3225,1839283,3724748
3226,4314280,3741714
3227,4272102,241758
3228,427805,4502608
3229,4624595,4751968
3230,4753266,3326651
3231,1218807,4089819
3232,3449530,2673358
3233,2853969,713688
3234,4283503,411579
3235,4451122,3858283
3236,1654099,3546002
3237,283907,1382356
3238,592541,4548344
3239,134833,29509
3240,1966548,3425762
3241,2092359,1346029
3242,3509903,1240826
3243,765601,1883744
3244,2827436,2671052
3245,2827436,2612601
3246,4314111,1144633
3247,2446968,999142
3248,1207753,1064372
3249,837553,3210561
3250,4727207,1294897
3251,3103500,2913995
3252,4360960,1342187
3253,1730094,612907
3254,4727207,2844192
3255,3361377,3830867
3256,3806119,739771
3257,3065808,464848
3258,4011264,2595716
3259,1494665,3635124
3260,2032442,3309138
3261,3206499,560442
3262,4853234,907931
3263,1234540,4853350
3264,669455,4642347
3265,1234540,120954
3266,2897926,4855959
3267,2209136,930367
3268,2906472,772783
3269,4011264,4189596
3270,593740,3864365
3271,3846144,3762564
3272,3438576,4423699
3273,4318206,2240823
3274,1719848,4825813
3275,4747661,2302831
3276,4209323,3421850
3277,3361377,2857702
3278,2827436,1759851
3279,836211,1095369
3280,2732741,535399
3281,228444,3688016
3282,3638272,1425390
3283,2449603,3969466
3284,2792349,4247846
3285,805360,1281106
3286,2094276,474172
3287,805360,1910144
3288,4798192,2237373
3289,3051212,474628
3290,3361377,2318482
3291,1063358,500997
3292,88059,4118027
3293,1580988,4040326
3294,1722972,4535241
3295,1966548,687444
3296,1506065,3761268
3297,4313641,2276402
3298,544230,4082028
3299,2827436,1117600
3300,963632,191295
3301,4011264,1691274
3302,2522799,2982458
3303,3509903,4706701
3304,1249967,4430279
3305,3361377,1940568
3306,1202593,3043370
3307,2906370,3061422
3308,3561502,1541637
3309,4741813,4340572
3310,933859,846483
3311,3065808,2392955
3312,2428341,3480665
3313,2405789,384936
3314,2569009,1277651
3315,4852363,640319
3316,2147720,417999
3317,4440160,2645107
3318,2755798,2914907
3319,765601,2620204
3320,2662654,1757658
3321,4801594,4577108
3322,530200,1482162
3323,3905504,4207833
3324,1184351,4681002
3325,3088808,3242816
3326,805360,3312478
3327,1534362,2004341
3328,1475591,1762573
3329,3786156,4513854
3330,3742930,50055
3331,2263130,4077085
3332,4570464,2007496
3333,4191410,2872240
3334,3235479,3900062
3335,631204,4866555
3336,4621719,106244
3337,1928928,3765867
3338,4727207,915109
3339,2354110,4447672
3340,4547438,2685587
3341,471706,2914942
3342,508550,2245952
3343,1528204,38814
3344,1288771,2031115
3345,1207753,566169
3346,1301815,19486
3347,4558811,4670525
3348,2950311,1715110
3349,1869153,4542707
3350,2827436,1427788
3351,3137585,598452
3352,3106799,2073485
3353,4360960,1083438
3354,1573878,137570
3355,3711670,1687328
3356,3569179,910324
3357,2687552,2240067
3358,1591435,3682244
3359,2314038,4625388
3360,3638272,2726365
3361,427805,2773764
3362,613620,4807594
3363,1301815,79721
3364,1580988,4257659
3365,1331940,235291
3366,4678614,3837347
3367,2032442,4375071
3368,2706787,3218675
3369,2887240,2616878
3370,2342664,891103
3371,1676127,200290
3372,3082104,882838
3373,1863381,4202468
3374,1494665,269662
3375,2281149,2412637
3376,226540,3800375
3377,1232882,593967
3378,3509903,3199514
3379,2827436,3316356
3380,4619326,4187747
3381,4360960,3549674
3382,354904,1974399
3383,2332330,4019437
3384,3514277,2110787
3385,3235479,4712142
3386,60980,311507
3387,832820,4813014
3388,765601,2226891
3389,3361377,2766210
3390,2543157,1546413
3391,3157597,3357311
3392,593740,4814688
3393,2589492,2968037
3394,2974559,1184639
3395,2022081,2671108
3396,2950311,983366
3397,4374509,4211198
3398,3361377,1046335
3399,1196844,3438452
3400,2145367,1096014
3401,805360,4482854
3402,4191410,3205168
3403,805360,1708218
3404,3671121,3840389
3405,3282190,2046092
3406,370461,2245289
3407,4238001,1775564
3408,4539039,4859557
3409,3657628,3678963
3410,696891,4450487
3411,4517347,1492040
3412,932720,2593195
3413,4689808,835292
3414,3280389,1036444
3415,3946789,1943425
3416,3137585,2900309
3417,307950,385347
3418,4789203,3671435
3419,4460693,4374335
3420,3449530,4336536
3421,4755225,2075015
3422,2985909,4215706
3423,3419989,2540327
3424,3509903,2760455
3425,2729885,4556283
3426,4183784,66709
3427,940526,1039680
3428,1301815,965484
3429,2145105,1887772
3430,2260014,3001291
3431,3509903,1085578
3432,4705972,4271997
3433,1882506,1523265
3434,595757,4575006
3435,1436216,3907996
3436,3638272,3459092
3437,530200,4832232
3438,1141863,1657309
3439,568609,245678
3440,855821,2037084
3441,1822719,2549129
3442,3638272,4783703
3443,3739473,4693566
3444,3280389,2069278
3445,2854744,3116031
3446,1580988,1284616
3447,4443577,3419710
3448,3759853,2691532
3449,907654,1315266
3450,3883660,3408880
3451,2122741,2165929
3452,1234540,1030315
3453,1356925,4374594
3454,3638272,4322583
3455,427805,3449981
3456,3280389,3842538
3457,276216,76663
3458,1814268,292166
3459,873006,931467
3460,4738916,3755412
3461,1875,4721279
3462,866357,2363934
3463,1580988,505158
3464,3280389,4440700
3465,6618,2614597
3466,530200,240564
3467,2441425,3660209
3468,3405059,1068268
3469,4642569,1027804
3470,2260014,735928
3471,4596817,3509147
3472,544230,3360915
3473,3671141,1393855
3474,2129348,3448051
3475,823355,15053
3476,4209323,1047894
3477,4140279,1921478
3478,388875,3304784
3479,3167388,437721
3480,3997897,1417049
3481,934667,1077629
3482,842476,4257940
3483,3739473,4577349
3484,3065808,1712021
3485,4777191,447441
3486,2751572,2874282
3487,333887,3385158
3488,665164,2505101
3489,4689808,356576
3490,2310265,3117491
3491,1196844,4048592
3492,3676295,1458206
3493,4649206,1504216
3494,3676295,4864087
3495,4209323,143362
3496,2261555,357716
3497,4767550,4214370
3498,663087,1346020
3499,680015,570335
3500,408965,638715
3501,3509903,4085461
3502,2961801,2769701
3503,3835618,1518604
3504,2276175,1271037
3505,3569179,1980404
3506,1580988,2283304
3507,3936039,4397536
3508,1436216,1510079
3509,1652056,748516
3510,3501270,2428341
3511,3336522,4173320
3512,3361377,4485592
3513,3594136,2098371
3514,3832219,679134
3515,4330391,2423634
3516,1196844,3607671
3517,3733307,4185095
3518,1550824,2650016
3519,1196844,3143763
3520,1103332,4521552
3521,380998,1359879
3522,4011264,2907209
3523,1485108,2397148
3524,405955,1987373
3525,180517,4195720
3526,4552666,2702724
3527,2982458,3123549
3528,3361377,2355989
3529,1676923,3888925
3530,3906136,3211329
3531,2329255,3505068
3532,1580988,901231
3533,4731849,3319300
3534,4191410,2786610
3535,2872979,4618096
3536,687713,2357656
3537,3881634,2408644
3538,1202593,930446
3539,3235479,4142742
3540,4547438,2274100
3541,307250,1504620
3542,3527581,547529
3543,3035429,4485728
3544,2339149,2608455
3545,765601,3869858
3546,4314280,4018295
3547,354904,1852082
3548,3019092,1635699
3549,4519069,3889920
3550,3438576,3146598
3551,4052552,294206
3552,2687552,2708740
3553,3509903,2362650
3554,3540105,4506554
3555,293665,2835006
3556,3509903,1810913
3557,1276425,4426770
3558,1139873,1963355
3559,408965,2898055
3560,4295952,3509406
3561,3670886,1397918
3562,2358233,1615151
3563,4295952,4117922
3564,2687552,2489164
3565,1702465,1678096
3566,4084550,3096136
3567,2343253,4481801
3568,2362241,3268731
3569,2872979,2066215
3570,1201397,1126514
3571,3638272,4381810
3572,3638272,348720
3573,4011264,247048
3574,4191410,1509918
3575,805360,3573843
3576,3768176,2777088
3577,3112136,1559229
3578,805360,1625211
3579,3509903,45198
3580,1966548,2057943
3581,4238001,1924637
3582,2260014,624955
3583,3280389,1200443
3584,3390742,88486
3585,3641113,3601044
3586,4360960,3240120
3587,1659017,3251985
3588,1151593,3406211
3589,3510150,2428088
3590,3361377,3967312
3591,2941695,290939
3592,1954040,4129112
3593,2851109,3890508
3594,1880135,38291
3595,427805,1666250
3596,3017653,4145306
3597,2468096,3226810
3598,550749,517644
3599,3280389,4105347
